Date,Open,High,Low,Close,Adj Close,Volume
1962-03-06,0.000000,0.227431,0.226273,0.227431,0.065824,86400
1962-03-07,0.000000,0.229167,0.226852,0.228009,0.065991,475200
1962-03-08,0.000000,0.230324,0.229167,0.229167,0.066326,172800
1962-03-09,0.000000,0.228009,0.228009,0.228009,0.065991,43200
1962-03-12,0.000000,0.230903,0.229745,0.230324,0.066661,129600
1962-03-13,0.000000,0.237847,0.231481,0.237847,0.068839,345600
1962-03-14,0.000000,0.244213,0.240741,0.241898,0.070011,864000
1962-03-15,0.000000,0.244792,0.240741,0.243634,0.070514,518400
1962-03-16,0.000000,0.243056,0.237847,0.237847,0.068839,345600
1962-03-19,0.000000,0.238426,0.237269,0.237269,0.068671,86400
1962-03-20,0.000000,0.238426,0.236111,0.237269,0.068671,388800
1962-03-21,0.000000,0.237269,0.236111,0.236111,0.068336,86400
1962-03-22,0.000000,0.235532,0.235532,0.235532,0.068169,129600
1962-03-23,0.000000,0.236111,0.233218,0.233218,0.067499,259200
1962-03-26,0.000000,0.233796,0.230903,0.233796,0.067666,259200
1962-03-27,0.000000,0.232060,0.230324,0.230324,0.066661,86400
1962-03-28,0.000000,0.229167,0.229167,0.229167,0.066326,43200
1962-03-29,0.000000,0.229167,0.229167,0.229167,0.066326,43200
1962-03-30,0.000000,0.230324,0.223958,0.223958,0.064819,432000
1962-04-02,0.000000,0.222801,0.222801,0.222801,0.064484,43200
1962-04-03,0.000000,0.223958,0.222222,0.223958,0.064819,86400
1962-04-04,0.000000,0.223380,0.223380,0.223380,0.064652,172800
1962-04-05,0.000000,0.224537,0.224537,0.224537,0.064986,86400
1962-04-06,0.000000,0.226273,0.222801,0.222801,0.064484,216000
1962-04-09,0.000000,0.222222,0.222222,0.222222,0.064316,86400
1962-04-10,0.000000,0.222512,0.219907,0.219907,0.063646,345600
1962-04-11,0.000000,0.223380,0.221065,0.221065,0.063982,216000
1962-04-12,0.000000,0.218750,0.215278,0.215278,0.062307,302400
1962-04-13,0.000000,0.220486,0.215278,0.219329,0.063479,259200
1962-04-16,0.000000,0.218750,0.218750,0.218750,0.063312,43200
1962-04-17,0.000000,0.218750,0.217593,0.218750,0.063312,0
1962-04-18,0.000000,0.217593,0.217593,0.217593,0.062977,43200
1962-04-19,0.000000,0.218750,0.217593,0.218750,0.063312,172800
1962-04-23,0.000000,0.218171,0.217593,0.218171,0.063144,86400
1962-04-24,0.000000,0.216435,0.215278,0.215278,0.062307,129600
1962-04-25,0.000000,0.216435,0.214699,0.214699,0.062139,388800
1962-04-26,0.000000,0.214120,0.210648,0.210648,0.060967,302400
1962-04-27,0.000000,0.211806,0.207176,0.207176,0.059962,172800
1962-04-30,0.000000,0.208333,0.199074,0.199074,0.057617,432000
1962-05-01,0.000000,0.207176,0.199653,0.207176,0.059962,475200
1962-05-02,0.000000,0.210069,0.207755,0.208912,0.060464,475200
1962-05-03,0.000000,0.210069,0.210069,0.210069,0.060799,129600
1962-05-04,0.000000,0.212384,0.211227,0.212384,0.061469,345600
1962-05-07,0.000000,0.213542,0.211806,0.212963,0.061637,129600
1962-05-08,0.000000,0.214120,0.211227,0.211227,0.061134,259200
1962-05-09,0.000000,0.210069,0.210069,0.210069,0.060799,43200
1962-05-10,0.000000,0.206597,0.203704,0.205440,0.059459,259200
1962-05-11,0.000000,0.206597,0.203704,0.203704,0.058957,259200
1962-05-14,0.000000,0.204861,0.201968,0.204861,0.059292,518400
1962-05-15,0.000000,0.210648,0.207755,0.207755,0.060129,302400
1962-05-16,0.000000,0.207176,0.207176,0.207176,0.059962,43200
1962-05-17,0.000000,0.210648,0.208333,0.208333,0.060297,216000
1962-05-18,0.000000,0.207755,0.204861,0.204861,0.059292,259200
1962-05-21,0.000000,0.203704,0.202546,0.202546,0.058622,259200
1962-05-22,0.000000,0.204861,0.200231,0.200231,0.058118,432000
1962-05-23,0.000000,0.199653,0.194444,0.194444,0.056438,950400
1962-05-24,0.000000,0.194734,0.190394,0.192419,0.055850,1252800
1962-05-25,0.000000,0.192130,0.178241,0.180556,0.052407,907200
1962-05-28,0.000000,0.178819,0.164931,0.164931,0.047872,734400
1962-05-29,0.000000,0.174190,0.159722,0.173611,0.050391,1728000
1962-05-31,0.000000,0.185185,0.182870,0.182870,0.053079,1209600
1962-06-01,0.000000,0.185185,0.180556,0.185185,0.053751,648000
1962-06-04,0.000000,0.182870,0.175926,0.178241,0.051735,388800
1962-06-05,0.000000,0.177083,0.173611,0.173900,0.050475,777600
1962-06-06,0.000000,0.176505,0.173611,0.176505,0.051231,388800
1962-06-07,0.000000,0.178241,0.174769,0.177083,0.051399,259200
1962-06-08,0.000000,0.179398,0.177083,0.177662,0.051567,259200
1962-06-11,0.000000,0.178241,0.176505,0.176505,0.051231,172800
1962-06-12,0.000000,0.173611,0.165509,0.165509,0.048040,432000
1962-06-13,0.000000,0.167824,0.159722,0.159722,0.046360,864000
1962-06-14,0.000000,0.159144,0.151042,0.152199,0.044176,1036800
1962-06-15,0.000000,0.168981,0.152199,0.168981,0.049047,1468800
1962-06-18,0.000000,0.171296,0.164931,0.165509,0.048040,734400
1962-06-19,0.000000,0.163194,0.162037,0.162037,0.047032,172800
1962-06-20,0.000000,0.168981,0.160880,0.166667,0.048376,388800
1962-06-21,0.000000,0.163194,0.158565,0.159722,0.046360,604800
1962-06-22,0.000000,0.163194,0.160301,0.160590,0.046612,950400
1962-06-25,0.000000,0.165509,0.159144,0.165509,0.048040,1382400
1962-06-26,0.000000,0.170139,0.164931,0.164931,0.047872,734400
1962-06-27,0.000000,0.165509,0.162037,0.162037,0.047032,648000
1962-06-28,0.000000,0.170139,0.162037,0.170139,0.049383,864000
1962-06-29,0.000000,0.182292,0.174190,0.179688,0.052155,734400
1962-07-02,0.000000,0.182292,0.176505,0.182292,0.052911,7387200
1962-07-03,0.000000,0.181713,0.178241,0.181713,0.052743,604800
1962-07-05,0.000000,0.182292,0.179398,0.182292,0.052911,259200
1962-07-06,0.000000,0.180556,0.174769,0.174769,0.050727,302400
1962-07-09,0.000000,0.177083,0.177083,0.177083,0.051399,43200
1962-07-10,0.000000,0.184028,0.178241,0.178241,0.051735,993600
1962-07-11,0.000000,0.175926,0.172454,0.174190,0.050559,820800
1962-07-12,0.000000,0.181134,0.175926,0.178819,0.051903,561600
1962-07-13,0.000000,0.181134,0.175926,0.181134,0.052575,432000
1962-07-16,0.000000,0.178819,0.177662,0.177662,0.051567,259200
1962-07-17,0.000000,0.177662,0.177662,0.177662,0.051567,129600
1962-07-18,0.000000,0.175347,0.174190,0.174190,0.050559,172800
1962-07-19,0.000000,0.173611,0.172454,0.172454,0.050055,86400
1962-07-20,0.000000,0.173032,0.172454,0.172454,0.050055,216000
1962-07-23,0.000000,0.173032,0.170718,0.170718,0.049552,172800
1962-07-24,0.000000,0.170139,0.163194,0.163194,0.047368,561600
1962-07-25,0.000000,0.172454,0.164352,0.164352,0.047704,172800
1962-07-26,0.000000,0.169560,0.166088,0.169560,0.049215,345600
1962-07-27,0.000000,0.170139,0.168981,0.169560,0.049215,518400
1962-07-30,0.000000,0.168981,0.167824,0.168981,0.049047,129600
1962-07-31,0.000000,0.172743,0.171296,0.172743,0.050139,388800
1962-08-01,0.000000,0.174190,0.172454,0.172454,0.050055,518400
1962-08-02,0.000000,0.173611,0.172454,0.172454,0.050055,86400
1962-08-03,0.000000,0.171875,0.165509,0.165509,0.048040,475200
1962-08-06,0.000000,0.164352,0.162037,0.164352,0.047704,388800
1962-08-07,0.000000,0.162616,0.162037,0.162616,0.047200,129600
1962-08-08,0.000000,0.170139,0.164931,0.168981,0.049047,604800
1962-08-09,0.000000,0.170718,0.168981,0.168981,0.049047,259200
1962-08-10,0.000000,0.173611,0.168981,0.170139,0.049383,1036800
1962-08-13,0.000000,0.170718,0.168981,0.168981,0.049047,172800
1962-08-14,0.000000,0.168981,0.167245,0.167245,0.048544,172800
1962-08-15,0.000000,0.170139,0.168981,0.170139,0.049383,86400
1962-08-16,0.000000,0.168981,0.168692,0.168981,0.049047,129600
1962-08-17,0.000000,0.169560,0.168981,0.169560,0.049215,86400
1962-08-20,0.000000,0.170139,0.168403,0.168403,0.048880,259200
1962-08-21,0.000000,0.168981,0.166667,0.166667,0.048543,129600
1962-08-22,0.000000,0.169560,0.166088,0.169560,0.049385,302400
1962-08-23,0.000000,0.168981,0.167245,0.168981,0.049217,216000
1962-08-24,0.000000,0.168403,0.167245,0.167245,0.048711,129600
1962-08-27,0.000000,0.166667,0.163194,0.163194,0.047531,518400
1962-08-28,0.000000,0.162616,0.162037,0.162616,0.047363,172800
1962-08-29,0.000000,0.162326,0.162326,0.162326,0.047278,43200
1962-08-30,0.000000,0.163773,0.162326,0.162326,0.047278,259200
1962-08-31,0.000000,0.163773,0.163194,0.163773,0.047700,86400
1962-09-04,0.000000,0.166667,0.163773,0.164352,0.047868,432000
1962-09-05,0.000000,0.163773,0.162037,0.162037,0.047194,388800
1962-09-06,0.000000,0.163773,0.162326,0.163773,0.047700,129600
1962-09-07,0.000000,0.163773,0.163194,0.163773,0.047700,172800
1962-09-10,0.000000,0.164352,0.160301,0.164352,0.047868,518400
1962-09-11,0.000000,0.162616,0.162037,0.162037,0.047194,216000
1962-09-12,0.000000,0.164931,0.162037,0.164931,0.048037,604800
1962-09-13,0.000000,0.163194,0.163194,0.163194,0.047531,43200
1962-09-14,0.000000,0.164352,0.163194,0.163194,0.047531,216000
1962-09-17,0.000000,0.162616,0.162037,0.162326,0.047278,475200
1962-09-18,0.000000,0.163194,0.162037,0.163194,0.047531,129600
1962-09-19,0.000000,0.166088,0.162037,0.166088,0.048374,388800
1962-09-20,0.000000,0.166088,0.164352,0.166088,0.048374,172800
1962-09-21,0.000000,0.165509,0.164352,0.164352,0.047868,432000
1962-09-24,0.000000,0.164063,0.162037,0.162326,0.047278,388800
1962-09-25,0.000000,0.162616,0.160880,0.162616,0.047363,216000
1962-09-26,0.000000,0.160880,0.160012,0.160012,0.046604,129600
1962-09-27,0.000000,0.159722,0.157407,0.157407,0.045846,302400
1962-09-28,0.000000,0.159144,0.157407,0.159144,0.046352,0
1962-10-01,0.000000,0.157407,0.157407,0.157407,0.045846,259200
1962-10-02,0.000000,0.157986,0.157986,0.157986,0.046014,129600
1962-10-03,0.000000,0.158565,0.158565,0.158565,0.046183,43200
1962-10-04,0.000000,0.159722,0.158565,0.159144,0.046352,129600
1962-10-05,0.000000,0.160590,0.157986,0.157986,0.046014,172800
1962-10-08,0.000000,0.158565,0.158565,0.158565,0.046183,43200
1962-10-09,0.000000,0.160590,0.157986,0.160590,0.046773,216000
1962-10-10,0.000000,0.160880,0.159722,0.159722,0.046520,129600
1962-10-11,0.000000,0.159144,0.157407,0.157407,0.045846,345600
1962-10-12,0.000000,0.158565,0.157697,0.158565,0.046183,129600
1962-10-15,0.000000,0.158565,0.158565,0.158565,0.046183,0
1962-10-16,0.000000,0.159722,0.158565,0.159144,0.046352,475200
1962-10-17,0.000000,0.159144,0.158565,0.158565,0.046183,216000
1962-10-18,0.000000,0.157986,0.157986,0.157986,0.046014,129600
1962-10-19,0.000000,0.157407,0.152199,0.152778,0.044497,777600
1962-10-22,0.000000,0.150463,0.148148,0.149884,0.043654,388800
1962-10-23,0.000000,0.148727,0.142361,0.142361,0.041463,604800
1962-10-24,0.000000,0.148148,0.142361,0.148148,0.043149,259200
1962-10-25,0.000000,0.146991,0.146412,0.146991,0.042812,86400
1962-10-26,0.000000,0.148148,0.148148,0.148148,0.043149,172800
1962-10-29,0.000000,0.152778,0.151620,0.152778,0.044497,302400
1962-10-30,0.000000,0.157697,0.154514,0.157697,0.045930,216000
1962-10-31,0.000000,0.160301,0.157407,0.157407,0.045846,518400
1962-11-01,0.000000,0.157407,0.155093,0.157407,0.045846,172800
1962-11-02,0.000000,0.159722,0.158565,0.159722,0.046520,518400
1962-11-05,0.000000,0.160880,0.158565,0.158565,0.046183,216000
1962-11-07,0.000000,0.159722,0.156250,0.156250,0.045509,388800
1962-11-08,0.000000,0.160301,0.156250,0.160301,0.046689,691200
1962-11-09,0.000000,0.161458,0.161458,0.161458,0.047026,43200
1962-11-12,0.000000,0.163194,0.162037,0.163194,0.047531,475200
1962-11-13,0.000000,0.167245,0.164352,0.164352,0.047868,1209600
1962-11-14,0.000000,0.164352,0.164352,0.164352,0.047868,691200
1962-11-15,0.000000,0.163194,0.160880,0.160880,0.046857,388800
1962-11-16,0.000000,0.160012,0.158565,0.160012,0.046604,302400
1962-11-19,0.000000,0.160590,0.160301,0.160590,0.046773,216000
1962-11-20,0.000000,0.160880,0.160880,0.160880,0.046857,129600
1962-11-21,0.000000,0.161748,0.159144,0.161748,0.047280,475200
1962-11-23,0.000000,0.163773,0.160012,0.162616,0.047534,345600
1962-11-26,0.000000,0.167245,0.163194,0.166667,0.048718,1252800
1962-11-27,0.000000,0.168981,0.167824,0.168981,0.049394,691200
1962-11-28,0.000000,0.175347,0.168403,0.174190,0.050917,907200
1962-11-29,0.000000,0.174769,0.171875,0.173611,0.050748,561600
1962-11-30,0.000000,0.173611,0.171875,0.173611,0.050748,864000
1962-12-03,0.000000,0.173032,0.170718,0.170718,0.049902,432000
1962-12-04,0.000000,0.172454,0.170718,0.171875,0.050240,216000
1962-12-05,0.000000,0.174479,0.171875,0.171875,0.050240,475200
1962-12-06,0.000000,0.173032,0.171296,0.172454,0.050410,388800
1962-12-07,0.000000,0.174769,0.171875,0.174769,0.051086,388800
1962-12-10,0.000000,0.175347,0.172454,0.172454,0.050410,302400
1962-12-11,0.000000,0.171296,0.171296,0.171296,0.050071,302400
1962-12-12,0.000000,0.173611,0.172454,0.173032,0.050578,518400
1962-12-13,0.000000,0.171875,0.171296,0.171296,0.050071,432000
1962-12-14,0.000000,0.173611,0.171296,0.173611,0.050748,561600
1962-12-17,0.000000,0.173611,0.171296,0.171296,0.050071,561600
1962-12-18,0.000000,0.171296,0.169560,0.170718,0.049902,691200
1962-12-19,0.000000,0.173611,0.169560,0.173611,0.050748,518400
1962-12-20,0.000000,0.173322,0.171875,0.173322,0.050663,216000
1962-12-21,0.000000,0.173611,0.171296,0.171296,0.050071,259200
1962-12-24,0.000000,0.171875,0.171296,0.171875,0.050240,259200
1962-12-26,0.000000,0.173611,0.171875,0.171875,0.050240,388800
1962-12-27,0.000000,0.173322,0.171875,0.172454,0.050410,259200
1962-12-28,0.000000,0.173032,0.171296,0.173032,0.050578,604800
1962-12-31,0.000000,0.171875,0.169560,0.169560,0.049564,216000
1963-01-02,0.000000,0.173032,0.170139,0.173032,0.050578,518400
1963-01-03,0.000000,0.172454,0.170718,0.171875,0.050240,777600
1963-01-04,0.000000,0.177662,0.173322,0.177662,0.051932,648000
1963-01-07,0.000000,0.179398,0.177662,0.179398,0.052439,345600
1963-01-08,0.000000,0.180556,0.178241,0.178241,0.052101,518400
1963-01-09,0.000000,0.179398,0.178241,0.178241,0.052101,302400
1963-01-10,0.000000,0.178241,0.177083,0.177083,0.051763,216000
1963-01-11,0.000000,0.178241,0.175926,0.178241,0.052101,518400
1963-01-14,0.000000,0.179398,0.178241,0.178241,0.052101,259200
1963-01-15,0.000000,0.178241,0.177662,0.177662,0.051932,302400
1963-01-16,0.000000,0.179109,0.178241,0.178241,0.052101,345600
1963-01-17,0.000000,0.179398,0.178241,0.178241,0.052101,604800
1963-01-18,0.000000,0.181134,0.178819,0.179398,0.052439,345600
1963-01-21,0.000000,0.181134,0.179398,0.181134,0.052947,388800
1963-01-22,0.000000,0.181134,0.179977,0.180266,0.052693,561600
1963-01-23,0.000000,0.181713,0.180556,0.181713,0.053116,432000
1963-01-24,0.000000,0.186921,0.181713,0.186921,0.054638,1339200
1963-01-25,0.000000,0.189525,0.183449,0.183449,0.053623,1339200
1963-01-28,0.000000,0.188079,0.184606,0.187500,0.054808,691200
1963-01-29,0.000000,0.188657,0.186921,0.187500,0.054808,432000
1963-01-30,0.000000,0.188079,0.187500,0.187500,0.054808,86400
1963-01-31,0.000000,0.188079,0.186343,0.186921,0.054638,388800
1963-02-01,0.000000,0.189236,0.187500,0.188079,0.054977,604800
1963-02-04,0.000000,0.189236,0.189236,0.189236,0.055315,86400
1963-02-05,0.000000,0.188657,0.187500,0.187500,0.054808,216000
1963-02-06,0.000000,0.189815,0.188657,0.189815,0.055484,518400
1963-02-07,0.000000,0.190394,0.189236,0.189815,0.055484,259200
1963-02-08,0.000000,0.189525,0.188657,0.189525,0.055400,259200
1963-02-11,0.000000,0.189236,0.189236,0.189236,0.055315,43200
1963-02-12,0.000000,0.188079,0.186343,0.187500,0.054808,216000
1963-02-13,0.000000,0.188368,0.187500,0.187500,0.054808,302400
1963-02-14,0.000000,0.189236,0.188079,0.188079,0.054977,302400
1963-02-15,0.000000,0.188079,0.188079,0.188079,0.054977,129600
1963-02-18,0.000000,0.188657,0.187789,0.188657,0.055146,172800
1963-02-19,0.000000,0.187500,0.186921,0.187500,0.055044,172800
1963-02-20,0.000000,0.187500,0.187500,0.187500,0.055044,345600
1963-02-21,0.000000,0.188368,0.187500,0.188368,0.055299,129600
1963-02-25,0.000000,0.188657,0.188079,0.188079,0.055214,172800
1963-02-26,0.000000,0.189815,0.188657,0.189815,0.055724,475200
1963-02-27,0.000000,0.193287,0.189236,0.190972,0.056063,388800
1963-02-28,0.000000,0.190394,0.189815,0.189815,0.055724,86400
1963-03-01,0.000000,0.188079,0.185185,0.185185,0.054364,216000
1963-03-04,0.000000,0.185764,0.184028,0.185764,0.054534,216000
1963-03-05,0.000000,0.185764,0.185764,0.185764,0.054534,86400
1963-03-06,0.000000,0.184317,0.184028,0.184317,0.054109,86400
1963-03-07,0.000000,0.184606,0.184028,0.184028,0.054025,129600
1963-03-08,0.000000,0.184606,0.183449,0.183449,0.053855,216000
1963-03-11,0.000000,0.184606,0.182870,0.182870,0.053685,172800
1963-03-12,0.000000,0.185185,0.184028,0.184028,0.054025,172800
1963-03-13,0.000000,0.186921,0.185764,0.186921,0.054874,259200
1963-03-14,0.000000,0.186921,0.185185,0.185764,0.054534,518400
1963-03-15,0.000000,0.189815,0.186343,0.189815,0.055724,777600
1963-03-18,0.000000,0.190394,0.188657,0.190394,0.055894,302400
1963-03-19,0.000000,0.189815,0.187500,0.187500,0.055044,216000
1963-03-20,0.000000,0.189815,0.188657,0.189236,0.055554,302400
1963-03-21,0.000000,0.190394,0.188079,0.188079,0.055214,172800
1963-03-22,0.000000,0.189236,0.186921,0.186921,0.054874,604800
1963-03-25,0.000000,0.186343,0.185185,0.185185,0.054364,388800
1963-03-26,0.000000,0.187500,0.185764,0.187500,0.055044,259200
1963-03-27,0.000000,0.192130,0.188657,0.190972,0.056063,691200
1963-03-28,0.000000,0.192130,0.190972,0.190972,0.056063,129600
1963-03-29,0.000000,0.191551,0.190394,0.190394,0.055894,129600
1963-04-01,0.000000,0.191551,0.190972,0.190972,0.056063,129600
1963-04-02,0.000000,0.192130,0.191262,0.192130,0.056403,604800
1963-04-03,0.000000,0.192130,0.191551,0.192130,0.056403,777600
1963-04-04,0.000000,0.192130,0.192130,0.192130,0.056403,345600
1963-04-05,0.000000,0.192130,0.191551,0.191551,0.056233,345600
1963-04-08,0.000000,0.192130,0.190972,0.190972,0.056063,216000
1963-04-09,0.000000,0.191551,0.190394,0.191551,0.056233,345600
1963-04-10,0.000000,0.190104,0.188657,0.189236,0.055554,302400
1963-04-11,0.000000,0.189236,0.188368,0.188657,0.055384,216000
1963-04-15,0.000000,0.188079,0.186343,0.186343,0.054704,259200
1963-04-16,0.000000,0.187500,0.187500,0.187500,0.055044,129600
1963-04-17,0.000000,0.186921,0.184606,0.184606,0.054194,691200
1963-04-18,0.000000,0.184606,0.183449,0.184028,0.054025,604800
1963-04-19,0.000000,0.185185,0.182292,0.185185,0.054364,777600
1963-04-22,0.000000,0.185185,0.180556,0.181713,0.053345,648000
1963-04-23,0.000000,0.186343,0.182870,0.186343,0.054704,2419200
1963-04-24,0.000000,0.186343,0.185185,0.185185,0.054364,518400
1963-04-25,0.000000,0.187211,0.184606,0.187211,0.054959,820800
1963-04-26,0.000000,0.189815,0.187500,0.189815,0.055724,432000
1963-04-29,0.000000,0.193287,0.189815,0.193287,0.056743,388800
1963-04-30,0.000000,0.195023,0.192708,0.192708,0.056573,475200
1963-05-01,0.000000,0.193576,0.190972,0.190972,0.056063,259200
1963-05-02,0.000000,0.192130,0.191840,0.191840,0.056318,388800
1963-05-03,0.000000,0.190972,0.187500,0.189815,0.055724,518400
1963-05-06,0.000000,0.190394,0.189815,0.189815,0.055724,216000
1963-05-07,0.000000,0.190394,0.189815,0.190394,0.055894,216000
1963-05-08,0.000000,0.189236,0.187789,0.188079,0.055214,302400
1963-05-09,0.000000,0.190972,0.188657,0.190972,0.056063,1252800
1963-05-10,0.000000,0.190394,0.189236,0.189815,0.055724,561600
1963-05-13,0.000000,0.189815,0.189236,0.189815,0.055724,259200
1963-05-14,0.000000,0.195891,0.192130,0.195602,0.057422,734400
1963-05-15,0.000000,0.200810,0.195891,0.200810,0.058951,993600
1963-05-16,0.000000,0.206019,0.203704,0.203704,0.059801,1209600
1963-05-17,0.000000,0.207176,0.201389,0.207176,0.060820,777600
1963-05-20,0.000000,0.208333,0.206019,0.208044,0.061075,820800
1963-05-21,0.000000,0.209491,0.206019,0.206597,0.060819,864000
1963-05-22,0.000000,0.208333,0.207176,0.207176,0.060990,432000
1963-05-23,0.000000,0.207176,0.206308,0.206308,0.060734,86400
1963-05-24,0.000000,0.204282,0.199074,0.199074,0.058605,691200
1963-05-27,0.000000,0.197338,0.195023,0.195023,0.057412,604800
1963-05-28,0.000000,0.198495,0.196759,0.198495,0.058434,129600
1963-05-29,0.000000,0.200231,0.199653,0.200231,0.058945,216000
1963-05-31,0.000000,0.202257,0.200810,0.201968,0.059457,302400
1963-06-03,0.000000,0.202546,0.201389,0.201389,0.059286,172800
1963-06-04,0.000000,0.204861,0.201968,0.201968,0.059457,345600
1963-06-05,0.000000,0.203704,0.201968,0.201968,0.059457,129600
1963-06-06,0.000000,0.202546,0.202546,0.202546,0.059627,86400
1963-06-07,0.000000,0.203125,0.201968,0.203125,0.059797,302400
1963-06-10,0.000000,0.204861,0.202546,0.204282,0.060138,302400
1963-06-11,0.000000,0.205729,0.204282,0.204282,0.060138,475200
1963-06-12,0.000000,0.204861,0.204282,0.204572,0.060223,129600
1963-06-13,0.000000,0.206597,0.203704,0.206019,0.060649,907200
1963-06-14,0.000000,0.207465,0.206887,0.207465,0.061075,259200
1963-06-17,0.000000,0.206019,0.206019,0.206019,0.060649,86400
1963-06-18,0.000000,0.207755,0.206597,0.206597,0.060819,216000
1963-06-19,0.000000,0.207465,0.207176,0.207176,0.060990,172800
1963-06-20,0.000000,0.206597,0.201968,0.204861,0.060308,648000
1963-06-21,0.000000,0.207176,0.206019,0.207176,0.060990,345600
1963-06-24,0.000000,0.206019,0.204861,0.204861,0.060308,172800
1963-06-25,0.000000,0.204861,0.203993,0.203993,0.060053,259200
1963-06-26,0.000000,0.203125,0.201389,0.201389,0.059286,259200
1963-06-27,0.000000,0.200231,0.197338,0.197338,0.058094,302400
1963-06-28,0.000000,0.201968,0.199074,0.201968,0.059457,302400
1963-07-01,0.000000,0.201389,0.199074,0.199074,0.058605,259200
1963-07-02,0.000000,0.197917,0.197917,0.197917,0.058264,129600
1963-07-03,0.000000,0.199653,0.197338,0.198495,0.058434,345600
1963-07-05,0.000000,0.201389,0.199942,0.200231,0.058945,259200
1963-07-08,0.000000,0.201389,0.199074,0.201389,0.059286,129600
1963-07-09,0.000000,0.202546,0.202546,0.202546,0.059627,43200
1963-07-10,0.000000,0.201968,0.201389,0.201389,0.059286,86400
1963-07-11,0.000000,0.202546,0.200810,0.202546,0.059627,129600
1963-07-12,0.000000,0.201389,0.200231,0.200231,0.058945,216000
1963-07-15,0.000000,0.203125,0.201968,0.201968,0.059457,129600
1963-07-16,0.000000,0.202546,0.200810,0.202546,0.059627,216000
1963-07-17,0.000000,0.201389,0.201389,0.201389,0.059286,86400
1963-07-18,0.000000,0.201389,0.200231,0.200231,0.058945,172800
1963-07-19,0.000000,0.199653,0.197917,0.197917,0.058264,172800
1963-07-22,0.000000,0.196759,0.193866,0.193866,0.057072,259200
1963-07-23,0.000000,0.196181,0.192708,0.194444,0.057242,302400
1963-07-24,0.000000,0.195023,0.195023,0.195023,0.057412,129600
1963-07-25,0.000000,0.196759,0.196759,0.196759,0.057923,43200
1963-07-26,0.000000,0.195602,0.195602,0.195602,0.057583,172800
1963-07-29,0.000000,0.198495,0.197338,0.198495,0.058434,129600
1963-07-30,0.000000,0.201968,0.200231,0.201968,0.059457,388800
